Row  ,Par1 ,Par2 ,Smp1 ,Par3 ,Par4 ,Smp2 ,Inst# ,InstName      ,Smp1Desc ,Smp1Note ,Smp2Desc ,Smp2Note
01a1 ,0034 ,0051 ,013a ,0015 ,0051 ,013a ,74    ,JUNKORGAN     ,SawM4    ,A0       ,SawM4    ,A0
01a2 ,0034 ,0051 ,013b ,0015 ,0051 ,013b ,74    ,JUNKORGAN     ,SawM4    ,A1       ,SawM4    ,A1
01a3 ,0034 ,0051 ,013c ,0015 ,0051 ,013c ,74    ,JUNKORGAN     ,SawM4    ,A2       ,SawM4    ,A2
01a4 ,0034 ,0051 ,013d ,0015 ,0051 ,013d ,74    ,JUNKORGAN     ,SawM4    ,A3       ,SawM4    ,A3
01a5 ,0034 ,0051 ,013e ,0015 ,0051 ,013e ,74    ,JUNKORGAN     ,SawM4    ,A4       ,SawM4    ,A4

01a6 ,0000 ,0034 ,013f ,0000 ,0034 ,013f ,75    ,STREETORGAN   ,SineM9   ,A1       ,SineM9   ,A1
01a7 ,0000 ,0034 ,013f ,0000 ,0034 ,013f ,75    ,STREETORGAN   ,SineM9   ,A1       ,SineM9   ,A1
01a8 ,0000 ,0034 ,0140 ,0000 ,0034 ,0140 ,75    ,STREETORGAN   ,SineM9   ,A2       ,SineM9   ,A2
01a9 ,0000 ,0034 ,0141 ,0000 ,0034 ,0141 ,75    ,STREETORGAN   ,SineM9   ,A3       ,SineM9   ,A3
01aa ,0000 ,0034 ,0142 ,0000 ,0034 ,0142 ,75    ,STREETORGAN   ,SineM9   ,A4       ,SineM9   ,A4

01ab ,0031 ,006f ,003d ,0012 ,006f ,003d ,76    ,PIPEORGAN1    ,Organ1   ,A0       ,Organ1   ,A0
01ac ,0031 ,006f ,003e ,0012 ,006f ,003e ,76    ,PIPEORGAN1    ,Organ1   ,A1       ,Organ1   ,A1
01ad ,0031 ,006f ,003f ,0012 ,006f ,0143 ,76    ,PIPEORGAN1    ,Organ1   ,A2       ,Organ6   ,A2
01ae ,0031 ,006f ,0040 ,0012 ,006f ,0040 ,76    ,PIPEORGAN1    ,Organ1   ,A3       ,Organ1   ,A3
01af ,0031 ,006f ,0041 ,0012 ,006f ,0041 ,76    ,PIPEORGAN1    ,Organ1   ,A4       ,Organ1   ,A4

01b0 ,0031 ,00b4 ,0144 ,0000 ,00b4 ,014d ,77    ,PIPEORGAN2    ,Organ6   ,A0       ,SawM10   ,A0
01b1 ,0031 ,00b4 ,0146 ,0000 ,00b4 ,0145 ,77    ,PIPEORGAN2    ,Organ6   ,A1       ,Organ6   ,A1
01b2 ,0031 ,00b4 ,0148 ,0000 ,00b4 ,0147 ,77    ,PIPEORGAN2    ,Organ6   ,A2       ,Organ6   ,A2
01b3 ,0031 ,00b4 ,014a ,0000 ,00b4 ,0149 ,77    ,PIPEORGAN2    ,Organ6   ,A3       ,Organ6   ,A3
01b4 ,0031 ,00b4 ,014c ,0000 ,00b4 ,014b ,77    ,PIPEORGAN2    ,Organ6   ,A4       ,Organ6   ,A4

01b5 ,0031 ,0052 ,014e ,0000 ,0052 ,014e ,78    ,PIPEORGAN3    ,SawM8    ,A0       ,SawM8    ,A0
01b6 ,0031 ,0052 ,014f ,0000 ,0052 ,014f ,78    ,PIPEORGAN3    ,SawM8    ,A2       ,SawM8    ,A2
01b7 ,0031 ,0052 ,0150 ,0000 ,0052 ,0150 ,78    ,PIPEORGAN3    ,SawM8    ,A4       ,SawM8    ,A4

01b8 ,0037 ,0065 ,0151 ,0012 ,0065 ,0151 ,79    ,ROCKORGAN     ,Organ3   ,A0       ,Organ3   ,A0
01b9 ,0037 ,0065 ,0152 ,0012 ,0065 ,0152 ,79    ,ROCKORGAN     ,Organ3   ,A1       ,Organ3   ,A1
01ba ,0037 ,0065 ,0153 ,0012 ,0065 ,0153 ,79    ,ROCKORGAN     ,Organ3   ,A2       ,Organ3   ,A2
01bb ,0037 ,0065 ,0154 ,0012 ,0065 ,0154 ,79    ,ROCKORGAN     ,Organ3   ,A3       ,Organ3   ,A3
01bc ,0037 ,0065 ,0155 ,0012 ,0065 ,0155 ,79    ,ROCKORGAN     ,Organ3   ,A4       ,Organ3   ,A4

01bd ,003b ,00ca ,0157 ,003b ,00ca ,0157 ,80    ,WOODBASS1     ,BassG3   ,A1       ,BassG3   ,A1
01be ,0043 ,00cb ,0158 ,0043 ,00cb ,0158 ,80    ,WOODBASS1     ,SinM17   ,A4       ,SinM17   ,A4

01bf ,0031 ,00ce ,005b ,0031 ,00ce ,005b ,81    ,ELECBASS      ,BassG2   ,A0       ,BassG2   ,A0
01c0 ,0000 ,00ce ,005d ,0000 ,00ce ,005d ,81    ,ELECBASS      ,BassG2   ,A1       ,BassG2   ,A1
01c1 ,0000 ,00ce ,0159 ,0000 ,00ce ,0159 ,81    ,ELECBASS      ,SquarM3  ,A4       ,SquarM3  ,A4

01c2 ,0031 ,00ce ,005b ,0012 ,00dd ,0035 ,82    ,SYNTHBASS2    ,BassG2   ,A0       ,EBass1   ,A1
01c3 ,0031 ,00ce ,005b ,0012 ,00dd ,0036 ,82    ,SYNTHBASS2    ,BassG2   ,A0       ,EBass1   ,A2
01c4 ,0000 ,00ce ,005d ,0012 ,00dd ,0036 ,82    ,SYNTHBASS2    ,BassG2   ,A1       ,EBass1   ,A2
01c5 ,0000 ,00ce ,005d ,0012 ,00dd ,0036 ,82    ,SYNTHBASS2    ,BassG2   ,A1       ,EBass1   ,A2
01c6 ,0000 ,00ce ,0159 ,0012 ,00dd ,0037 ,82    ,SYNTHBASS2    ,??       ,??       ,EBass1   ,A4

01c7 ,0031 ,000e ,005b ,0031 ,0078 ,005b ,83    ,ELECBASS2     ,BassG2   ,A0       ,BassG2   ,A0
01c8 ,0000 ,000e ,005d ,0000 ,0078 ,005d ,83    ,ELECBASS2     ,BassG2   ,A1       ,BassG2   ,A1
01c9 ,0000 ,000e ,0159 ,0000 ,0078 ,0159 ,83    ,ELECBASS2     ,SquarM3  ,A4       ,SquarM3  ,A4

01ca ,0031 ,007a ,015a ,0012 ,007a ,015a ,84    ,ELECBASS3     ,SinM14   ,A1       ,SinM14   ,A1
01cb ,0031 ,007a ,015a ,0012 ,007a ,015a ,84    ,ELECBASS3     ,SinM14   ,A1       ,SinM14   ,A1
01cc ,0031 ,007a ,015b ,0012 ,007a ,015b ,84    ,ELECBASS3     ,SinM14   ,A2       ,SinM14   ,A2
01cd ,0031 ,007a ,015c ,0012 ,007a ,015c ,84    ,ELECBASS3     ,SinM14   ,A3       ,SinM14   ,A3
01ce ,0031 ,007a ,015d ,0012 ,007a ,015d ,84    ,ELECBASS3     ,SinM14   ,A4       ,SinM14   ,A4

01cf ,003b ,00ca ,0156 ,003b ,00ca ,0156 ,85    ,BASSPIANO     ,BassG3   ,A0       ,BassG3   ,A1
01d0 ,0031 ,00c3 ,0003 ,0000 ,00c3 ,0003 ,85    ,BASSPIANO     ,Piano1   ,E2       ,Piano1   ,E2
01d1 ,0031 ,00c2 ,0004 ,0000 ,00c2 ,0004 ,85    ,BASSPIANO     ,Piano1   ,A2       ,Piano1   ,A2
01d2 ,0031 ,00c8 ,0005 ,0000 ,00c8 ,0005 ,85    ,BASSPIANO     ,Piano1   ,E3       ,Piano1   ,E3
01d3 ,0031 ,00bd ,0006 ,0000 ,00bd ,0006 ,85    ,BASSPIANO     ,Piano1   ,A3       ,Piano1   ,A3
01d4 ,0000 ,00be ,0194 ,0012 ,00be ,0194 ,85    ,BASSPIANO     ,Piano1   ,E4       ,Piano1   ,E4
01d5 ,0031 ,00bf ,0194 ,0000 ,00bf ,0194 ,85    ,BASSPIANO     ,Piano1   ,E4       ,Piano1   ,E4

01d6 ,0031 ,00ce ,005a ,0031 ,00ce ,005a ,86    ,BASSORGAN     ,BassG1   ,A0       ,BassG1   ,A0
01d7 ,0000 ,00ce ,005c ,0000 ,00ce ,005c ,86    ,BASSORGAN     ,BassG1   ,A1       ,BassG1   ,A1
01d8 ,0037 ,0065 ,0153 ,0012 ,0065 ,0153 ,86    ,BASSORGAN     ,Organ3   ,A2       ,Organ3   ,A2
01d9 ,0037 ,0065 ,0154 ,0012 ,0065 ,0154 ,86    ,BASSORGAN     ,Organ3   ,A3       ,Organ3   ,A3
01da ,0037 ,0065 ,0155 ,0012 ,0065 ,0155 ,86    ,BASSORGAN     ,Organ3   ,A4       ,Organ3   ,A4

01db ,0037 ,00dd ,0035 ,0012 ,00dd ,0035 ,87    ,BASSBRASS     ,EBass1   ,A1       ,EBass1   ,A1
01dc ,0037 ,00dd ,0035 ,0012 ,00dd ,0035 ,87    ,BASSBRASS     ,EBass1   ,A1       ,EBass1   ,A1
01dd ,0049 ,0062 ,015e ,004c ,004f ,0161 ,87    ,BASSBRASS     ,SawM5    ,A2       ,??       ,??
01de ,0049 ,0062 ,015f ,004c ,004f ,0162 ,87    ,BASSBRASS     ,SawM5    ,A3       ,??       ,??
01df ,0049 ,0062 ,0160 ,004c ,004f ,0163 ,87    ,BASSBRASS     ,SawM5    ,A4       ,??       ,??

01e0 ,003b ,00ca ,0156 ,003b ,00ca ,0156 ,88    ,BASSVIB       ,BassG3   ,A0       ,BassG3   ,A0
01e1 ,003b ,002a ,0156 ,003b ,002a ,0156 ,88    ,BASSVIB       ,BassG3   ,A0       ,BassG3   ,A0
01e2 ,0031 ,0045 ,0011 ,0012 ,0045 ,0011 ,88    ,BASSVIB       ,Sine1    ,A2       ,Sine1    ,A2
01e3 ,0031 ,002d ,0015 ,0012 ,002d ,0015 ,88    ,BASSVIB       ,SineM1   ,A2       ,SineM1   ,A2
01e4 ,0031 ,0045 ,0012 ,0012 ,0045 ,0012 ,88    ,BASSVIB       ,Sine1    ,A3       ,Sine1    ,A3
01e5 ,0031 ,002d ,0016 ,0012 ,002d ,0016 ,88    ,BASSVIB       ,SineM1   ,A3       ,SineM1   ,A3
01e6 ,0031 ,0045 ,0013 ,0012 ,0045 ,0013 ,88    ,BASSVIB       ,Sine1    ,A4       ,Sine1    ,A4
01e7 ,0031 ,002d ,0017 ,0012 ,002d ,0017 ,88    ,BASSVIB       ,SineM1   ,A4       ,SineM1   ,A4

01e8 ,0031 ,00ce ,005a ,0031 ,00ce ,005a ,89    ,BASSGUITAR    ,BassG1   ,A0       ,BassG1   ,A0
01e9 ,0000 ,00ce ,005c ,0000 ,00ce ,005c ,89    ,BASSGUITAR    ,BassG1   ,A1       ,BassG1   ,A1
01ea ,0031 ,0000 ,001a ,0000 ,00c9 ,001a ,89    ,BASSGUITAR    ,DistG1   ,A2       ,DistG1   ,A2
01eb ,0031 ,0000 ,001d ,0000 ,00c9 ,001d ,89    ,BASSGUITAR    ,DistG1   ,A3       ,DistG1   ,A3
01ec ,0031 ,0000 ,001d ,0000 ,00c9 ,001d ,89    ,BASSGUITAR    ,DistG1   ,A3       ,DistG1   ,A3

01ed ,0000 ,0074 ,0164 ,0000 ,0073 ,0164 ,90    ,FANTASY1      ,SinM10   ,A0       ,SinM10   ,A0
01ee ,0000 ,0074 ,0165 ,0000 ,0073 ,0165 ,90    ,FANTASY1      ,SinM10   ,A1       ,SinM10   ,A1
01ef ,0000 ,0074 ,0166 ,0000 ,0073 ,0166 ,90    ,FANTASY1      ,SinM10   ,A2       ,SinM10   ,A2
01f0 ,0000 ,0074 ,0167 ,0000 ,0073 ,0167 ,90    ,FANTASY1      ,SinM10   ,A3       ,SinM10   ,A3
01f1 ,0000 ,0074 ,0168 ,0000 ,0073 ,0168 ,90    ,FANTASY1      ,SinM10   ,A4       ,SinM10   ,A4

01f2 ,003a ,000a ,00bb ,0016 ,006a ,00bb ,91    ,FANTASY2      ,SineW6   ,A0       ,??       ,??
01f3 ,003a ,000a ,00bd ,0016 ,006a ,00bd ,91    ,FANTASY2      ,SineW6   ,A1       ,??       ,??
01f4 ,003a ,000a ,00bf ,0016 ,006a ,00bf ,91    ,FANTASY2      ,SineW6   ,A2       ,??       ,??
01f5 ,003a ,000a ,00c1 ,0016 ,006a ,00c1 ,91    ,FANTASY2      ,SineW6   ,A3       ,??       ,??
01f6 ,003a ,000a ,00c3 ,0016 ,006a ,00c3 ,91    ,FANTASY2      ,SineW6   ,A4       ,??       ,??

01f7 ,0020 ,009d ,0169 ,001f ,009d ,0169 ,92    ,SYNTHSOUND    ,361dec
01f8 ,0020 ,009d ,016a ,001f ,009d ,016a ,92    ,SYNTHSOUND    ,??
01f9 ,0020 ,009d ,016b ,001f ,009d ,016b ,92    ,SYNTHSOUND    ,??
01fa ,0020 ,009d ,016c ,001f ,009d ,016c ,92    ,SYNTHSOUND    ,??
01fb ,0020 ,009d ,016d ,001f ,009d ,016d ,92    ,SYNTHSOUND    ,??

01fc ,003b ,0063 ,016e ,0000 ,0063 ,016e ,93    ,SYNTHENS1
01fd ,003b ,0063 ,016f ,0000 ,0063 ,016f ,93    ,SYNTHENS1
01fe ,003b ,0063 ,0170 ,0000 ,0063 ,0170 ,93    ,SYNTHENS1
01ff ,003b ,0063 ,0171 ,0000 ,0063 ,0171 ,93    ,SYNTHENS1
0200 ,003b ,0063 ,0172 ,0000 ,0063 ,0172 ,93    ,SYNTHENS1

0201 ,0054 ,0053 ,0173 ,0054 ,0053 ,0173 ,94    ,SYNTHENS2
0202 ,0054 ,0053 ,0174 ,0054 ,0053 ,0174 ,94    ,SYNTHENS2
0203 ,0054 ,0053 ,0175 ,0054 ,0053 ,0175 ,94    ,SYNTHENS2
0204 ,0054 ,0053 ,0176 ,0054 ,0053 ,0176 ,94    ,SYNTHENS2
0205 ,0054 ,0053 ,0177 ,0054 ,0053 ,0177 ,94    ,SYNTHENS2

0206 ,0032 ,0091 ,0178 ,0013 ,0091 ,0178 ,95    ,ALARM         ,sin      ,A0       ,sin      ,A0
0207 ,0027 ,00dc ,017a ,0029 ,00dc ,017a ,95    ,ALARM         ,sin      ,A0       ,sin      ,A0
0208 ,002b ,0091 ,017b ,002a ,0091 ,017b ,95    ,ALARM         ,saw      ,A0       ,saw      ,A0

0209 ,0031 ,0026 ,00bb ,0012 ,0043 ,00bb ,96    ,TWINKLEECHO   ,SineW6   ,A0       ,SineW6   ,A0
020a ,0031 ,0026 ,00bd ,0012 ,0043 ,00bd ,96    ,TWINKLEECHO   ,SineW6   ,A1       ,SineW6   ,A1
020b ,0031 ,0026 ,00bf ,0012 ,0043 ,00bf ,96    ,TWINKLEECHO   ,SineW6   ,A2       ,SineW6   ,A2
020c ,0031 ,0026 ,00c1 ,0012 ,0043 ,00c1 ,96    ,TWINKLEECHO   ,SineW6   ,A3       ,SineW6   ,A3
020d ,0031 ,0026 ,00c3 ,0012 ,0043 ,00c3 ,96    ,TWINKLEECHO   ,SineW6   ,A4       ,SineW6   ,A4

020e ,002d ,00b3 ,0179 ,002f ,00b3 ,0179 ,97    ,INSECT        ,tri      ,A0       ,tri      ,A0
020f ,002c ,00b5 ,0179 ,002e ,00b5 ,0179 ,97    ,INSECT        ,tri      ,A0       ,tri      ,A0
0210 ,0028 ,00b6 ,0179 ,0030 ,00b6 ,0179 ,97    ,INSECT        ,tri      ,A0       ,tri      ,A0

0211 ,0005 ,00aa ,00bb ,0005 ,00aa ,00bb ,98    ,COMPUTERGAME  ,SineW6   ,A0       ,SineW6   ,A0
0212 ,0005 ,00aa ,00bd ,0005 ,00aa ,00bd ,98    ,COMPUTERGAME  ,SineW6   ,A1       ,SineW6   ,A1
0213 ,0005 ,00aa ,00bf ,0005 ,00aa ,00bf ,98    ,COMPUTERGAME  ,SineW6   ,A2       ,SineW6   ,A2
0214 ,0005 ,00aa ,00c1 ,0005 ,00aa ,00c1 ,98    ,COMPUTERGAME  ,SineW6   ,A3       ,SineW6   ,A3
0215 ,0005 ,00aa ,00c3 ,0005 ,00aa ,00c3 ,98    ,COMPUTERGAME  ,SineW6   ,A4       ,SineW6   ,A4

0216 ,000d ,0048 ,017c ,000d ,0048 ,017c ,99    ,SPACE         ,Bell1    ,A0       ,Bell1    ,A0
0217 ,000d ,0048 ,017d ,000d ,0048 ,017d ,99    ,SPACE         ,Bell1    ,A1       ,Bell1    ,A1
0218 ,000d ,0048 ,017e ,000d ,0048 ,017e ,99    ,SPACE         ,Bell1    ,A2       ,Bell1    ,A2
0219 ,000d ,0048 ,017f ,000d ,0048 ,017f ,99    ,SPACE         ,Bell1    ,A3       ,Bell1    ,A3
021a ,000d ,0048 ,0180 ,000d ,0048 ,0180 ,99    ,SPACE         ,Bell1    ,A4       ,Bell1    ,A4

021b ,0000 ,006e ,0047 ,0000 ,006e ,0047 ,100   ,STRINGS2      ,Strng1   ,A1       ,Strng1   ,A1
021c ,0019 ,006e ,0048 ,0019 ,006e ,0048 ,100   ,STRINGS2      ,Strng1   ,A2       ,Strng1   ,A2
021d ,0019 ,006e ,0049 ,0019 ,006e ,0049 ,100   ,STRINGS2      ,Strng1   ,A4       ,Strng1   ,A4

021e ,0033 ,000d ,0181 ,0014 ,006b ,0181 ,101   ,STRINGS3      ,SawM2    ,A0       ,SawM2    ,A0
021f ,0033 ,000d ,0182 ,0014 ,006b ,0182 ,101   ,STRINGS3      ,SawM2    ,A1       ,SawM2    ,A1
0220 ,0033 ,000d ,0183 ,0014 ,006b ,0183 ,101   ,STRINGS3      ,SawM2    ,A2       ,SawM2    ,A2
0221 ,0033 ,000d ,0184 ,0014 ,006b ,0184 ,101   ,STRINGS3      ,SawM2    ,A3       ,SawM2    ,A3
0222 ,0033 ,000d ,0185 ,0014 ,006b ,0185 ,101   ,STRINGS3      ,SawM2    ,A4       ,SawM2    ,A4

0223 ,0055 ,000f ,0042 ,001c ,0093 ,0042 ,102   ,CHOIR         ,SineM3   ,A0       ,SineM3   ,A0
0224 ,0055 ,000f ,0043 ,0017 ,0093 ,0043 ,102   ,CHOIR         ,SineM3   ,A1       ,SineM3   ,A1
0225 ,0055 ,000f ,0044 ,001c ,0093 ,0044 ,102   ,CHOIR         ,SineM3   ,A2       ,SineM3   ,A2
0226 ,0056 ,000f ,0045 ,001c ,0093 ,0045 ,102   ,CHOIR         ,SineM3   ,A3       ,SineM3   ,A3
0227 ,0056 ,000f ,0046 ,001c ,0093 ,0046 ,102   ,CHOIR         ,SineM3   ,A4       ,SineM3   ,A4

0228 ,0049 ,0062 ,0186 ,0025 ,004f ,0188 ,103   ,BRASS1
0229 ,0049 ,0062 ,0187 ,004c ,004f ,0189 ,103   ,BRASS1
022a ,0049 ,0062 ,015e ,004c ,004f ,0161 ,103   ,BRASS1        ,SawM5    ,A2       ,??       ,??
022b ,0049 ,0062 ,015f ,004c ,004f ,0162 ,103   ,BRASS1        ,SawM5    ,A3       ,??       ,??
022c ,0049 ,0062 ,0160 ,004c ,004f ,0163 ,103   ,BRASS1        ,SawM5    ,A4       ,??       ,??

022d ,0045 ,0062 ,0186 ,001e ,0062 ,0186 ,104   ,BRASS2
022e ,0045 ,0062 ,0187 ,001e ,0062 ,0187 ,104   ,BRASS2
022f ,0045 ,0062 ,015e ,001e ,0062 ,015e ,104   ,BRASS2        ,SawM5    ,A2       ,SawM5    ,A2
0230 ,004e ,0062 ,015f ,001e ,0062 ,015f ,104   ,BRASS2        ,SawM5    ,A3       ,SawM5    ,A3
0231 ,0053 ,0062 ,0160 ,001e ,0062 ,0160 ,104   ,BRASS2        ,SawM5    ,A4       ,SawM5    ,A4

0232 ,0021 ,0037 ,018a ,0044 ,0038 ,0186 ,105   ,ENSEMBLE1
0233 ,0044 ,0038 ,0186 ,001e ,0062 ,018a ,105   ,ENSEMBLE1
0234 ,0021 ,0037 ,018b ,0044 ,0038 ,0187 ,105   ,ENSEMBLE1
0235 ,0044 ,0038 ,0187 ,001e ,0062 ,018b ,105   ,ENSEMBLE1
0236 ,0021 ,0037 ,018c ,0044 ,0038 ,015e ,105   ,ENSEMBLE1     ,??       ,??       ,SawM5    ,A2
0237 ,0044 ,0038 ,015e ,001e ,0062 ,018c ,105   ,ENSEMBLE1     ,SawM5    ,A2       ,??       ,??
0238 ,004a ,0037 ,018d ,004d ,0038 ,015f ,105   ,ENSEMBLE1     ,??       ,??       ,SawM5    ,A3
0239 ,004d ,0038 ,015f ,001e ,0062 ,018d ,105   ,ENSEMBLE1     ,SawM5    ,A3       ,??       ,??
023a ,004a ,0037 ,018e ,0052 ,0038 ,0160 ,105   ,ENSEMBLE1     ,??       ,??       ,SawM5    ,A4
023b ,0052 ,0038 ,0160 ,001e ,0062 ,018e ,105   ,ENSEMBLE1     ,SawM5    ,A4       ,??       ,??

023c ,0011 ,00df ,00d0 ,0000 ,005b ,00e7 ,106   ,ENSEMBLE2
023d ,0011 ,00df ,00d1 ,0000 ,005e ,00e9 ,106   ,ENSEMBLE2
023e ,0011 ,00df ,00d1 ,0000 ,0061 ,00eb ,106   ,ENSEMBLE2
023f ,0011 ,00df ,00d2 ,0000 ,0061 ,00ed ,106   ,ENSEMBLE2
0240 ,0011 ,00df ,00d3 ,0000 ,0061 ,00ef ,106   ,ENSEMBLE2

0241 ,0031 ,0017 ,0022 ,0012 ,00de ,00d0 ,107   ,ENSEMBLE3     ,Horn1    ,A1       ,??       ,??
0242 ,0031 ,0017 ,0023 ,0012 ,00de ,00d1 ,107   ,ENSEMBLE3     ,Horn1    ,A2       ,??       ,??
0243 ,0031 ,0017 ,0027 ,0012 ,00de ,00d2 ,107   ,ENSEMBLE3     ,Horn2    ,A3       ,??       ,??
0244 ,0031 ,0017 ,0025 ,0012 ,00de ,00d3 ,107   ,ENSEMBLE3     ,Horn2    ,A4       ,??       ,??

0245 ,000a ,0036 ,0181 ,0000 ,0070 ,0047 ,108   ,ENSEMBLE3     ,SawM2    ,A0       ,Strng1   ,A1
0246 ,000a ,0036 ,0182 ,0000 ,0070 ,0047 ,108   ,ENSEMBLE3     ,SawM2    ,A1       ,Strng1   ,A1
0247 ,000a ,0036 ,0182 ,0019 ,0070 ,0048 ,108   ,ENSEMBLE3     ,SawM2    ,A1       ,Strng1   ,A2
0248 ,000a ,0036 ,0183 ,0019 ,0070 ,0048 ,108   ,ENSEMBLE3     ,SawM2    ,A2       ,Strng1   ,A2
0249 ,000a ,0036 ,0184 ,0019 ,0070 ,0049 ,108   ,ENSEMBLE3     ,SawM2    ,A3       ,Strng1   ,A4
024a ,000a ,0036 ,0185 ,0019 ,0070 ,0049 ,108   ,ENSEMBLE3     ,SawM2    ,A4       ,Strng1   ,A4

024b ,0000 ,0019 ,0070 ,0000 ,00b7 ,0070 ,109   ,ENSEMBLE5     ,Xylo1    ,A1       ,Xylo1    ,A1
024c ,0037 ,0095 ,0047 ,0019 ,0095 ,0047 ,109   ,ENSEMBLE5     ,Strng1   ,A1       ,Strng1   ,A1
024d ,0000 ,001a ,0071 ,0000 ,00c5 ,0071 ,109   ,ENSEMBLE5     ,Xylo1    ,A2       ,Xylo1    ,A2
024e ,0000 ,0095 ,0048 ,001d ,0095 ,0048 ,109   ,ENSEMBLE5     ,Strng1   ,A2       ,Strng1   ,A2
024f ,0000 ,001b ,0072 ,0000 ,00c6 ,0072 ,109   ,ENSEMBLE5     ,Xylo1    ,A3       ,Xylo1    ,A3
0250 ,0000 ,0095 ,0049 ,001d ,0095 ,0049 ,109   ,ENSEMBLE5     ,Strng1   ,A4       ,Strng1   ,A4
0251 ,0000 ,001c ,0073 ,0000 ,00c7 ,0073 ,109   ,ENSEMBLE5     ,Xylo1    ,A4       ,Xylo1    ,A4
0252 ,0000 ,0095 ,0049 ,001d ,0095 ,0049 ,109   ,ENSEMBLE5     ,Strng1   ,A4       ,Strng1   ,A4

0253 ,0000 ,00db ,0098 ,0000 ,00db ,0098 ,??    ,PERCUSSION2?  ,KickDr   ,C0       ,KickDr   ,C0
0254 ,0000 ,00d8 ,0099 ,0000 ,00d8 ,0099 ,??    ,PERCUSSION2?  ,Snare1   ,A#0      ,Snare1   ,A#0
0255 ,0000 ,00db ,00b0 ,0000 ,00db ,00b0 ,??    ,PERCUSSION2?  ,Snare3   ,??       ,Snare3   ,??
0256 ,0000 ,0030 ,009b ,0000 ,0090 ,009b ,??    ,PERCUSSION2?  ,HHClsd   ,A#0      ,HHClsd   ,A#0
0257 ,0000 ,0031 ,009c ,0000 ,0092 ,009c ,??    ,PERCUSSION2?  ,HHOpen   ,D1       ,HHOpen   ,D1
0258 ,0000 ,003c ,009e ,0000 ,00ab ,009e ,??    ,PERCUSSION2?  ,Crash1   ,??       ,Crash1   ,??
0259 ,0000 ,00ac ,00a2 ,0000 ,003d ,00a2 ,??    ,PERCUSSION2?  ,Cymbl1   ,??       ,Cymbl1   ,??
025a ,0000 ,002a ,00a3 ,0000 ,00db ,00a3 ,??    ,PERCUSSION2?  ,Tom1     ,??       ,Tom1     ,??
025b ,0000 ,0056 ,00a4 ,0000 ,00ac ,00a4 ,??    ,PERCUSSION2?  ,Tom1     ,??       ,Tom1     ,??
025c ,0000 ,00ac ,00a5 ,0000 ,00db ,00a5 ,??    ,PERCUSSION2?  ,Tom1     ,??       ,Tom1     ,??
025d ,0000 ,00db ,00a6 ,0000 ,002a ,00a6 ,??    ,PERCUSSION2?  ,Tom1     ,??       ,Tom1     ,??
025e ,0000 ,007b ,00a7 ,0000 ,007b ,00a7 ,??    ,PERCUSSION2?  ,Cowbll   ,??       ,Cowbll   ,??
025f ,0000 ,002a ,00aa ,0000 ,00da ,00aa ,??    ,PERCUSSION2?  ,Bongo1   ,??       ,Bongo1   ,??
0260 ,0000 ,00db ,00af ,0000 ,003d ,00af ,??    ,PERCUSSION2?  ,Shaker   ,??       ,Shaker   ,??
0261 ,0000 ,002f ,0074 ,0000 ,0077 ,0074 ,??    ,PERCUSSION2?  ,Xylo1    ,B4       ,Xylo1    ,B4
0262 ,0000 ,00db ,0190 ,0000 ,00db ,0190 ,??    ,PERCUSSION2?  ,Clave    ,C5       ,Clave    ,C5

0263 ,0000 ,00db ,0098 ,0000 ,00db ,0098 ,??    ,PERCUSSION3?  ,KickDr   ,C0       ,KickDr   ,C0
0264 ,0000 ,00d8 ,0099 ,0000 ,00d8 ,0099 ,??    ,PERCUSSION3?  ,Snare1   ,A#0      ,Snare1   ,A#0
0265 ,0000 ,00db ,00b0 ,0000 ,00db ,00b0 ,??    ,PERCUSSION3?  ,Snare3   ,??       ,Snare3   ,??
0266 ,0000 ,003c ,009e ,0000 ,00ab ,009e ,??    ,PERCUSSION3?  ,Crash1   ,??       ,Crash1   ,??
0267 ,0000 ,00ac ,00a2 ,0000 ,003d ,00a2 ,??    ,PERCUSSION3?  ,Cymbl1   ,??       ,Cymbl1   ,??
0268 ,0000 ,002a ,00a3 ,0000 ,00db ,00a3 ,??    ,PERCUSSION3?  ,Tom1     ,??       ,Tom1     ,??
0269 ,0000 ,0056 ,00a4 ,0000 ,00ac ,00a4 ,??    ,PERCUSSION3?  ,Tom1     ,??       ,Tom1     ,??
026a ,0000 ,00ac ,00a5 ,0000 ,00db ,00a5 ,??    ,PERCUSSION3?  ,Tom1     ,??       ,Tom1     ,??
026b ,0000 ,007b ,00a7 ,0000 ,007b ,00a7 ,??    ,PERCUSSION3?  ,Cowbll   ,??       ,Cowbll   ,??
026c ,0000 ,002a ,00a8 ,0000 ,00b8 ,00a8 ,??    ,PERCUSSION3?  ,Bongo1   ,??       ,Bongo1   ,??
026d ,0000 ,002a ,00aa ,0000 ,00da ,00aa ,??    ,PERCUSSION3?  ,Bongo1   ,??       ,Bongo1   ,??
026e ,0000 ,00db ,00ae ,0000 ,003d ,00ae ,??    ,PERCUSSION3?  ,Shaker   ,??       ,Shaker   ,??
026f ,0000 ,002a ,00a9 ,0000 ,00b8 ,00a9 ,??    ,PERCUSSION3?  ,Bongo1   ,??       ,Bongo1   ,??
